"paper_ID","fulltext_screening","fulltext_notes","variable_note","authors","year_publication","population_location","Observation_ID","experiment_ID","experiment_ID_coded","group_ID","group_ID_coded","repeated_trait_ID","repeated_trait_ID_coded","bird_species","treatment_plant_species","control_plant_species","comparision_type","CH","PCH","Hypothesis","measure_central_tendency_experiment","type_measure_central_tendency_experiment","measure_dispersion_experiment","sd_experiment","type_measure_dispersion_experiment","n_experiment","effective_n_experiment","measure_central_tendency_control","type_measure_central_tendency_control","measure_dispersion_control","sd_control","type_measure_dispersion_control","n_control","effective_n_control","fitness_proxy","trait_type","proxy_decision","proxy_comment","proxies_sign","statistics_type","test_statistics_type","statistics_value","p_value","sign_relationship","total_sample_size","DF","data_location","parasite_type","time_of_gnm_addition","extractor_ID","extractor_comments","data_checker_ID","data_checker_comments","blinding","random_assignment","missing_data","shared_experiment","shared_control","fitness_proxy_cleaned"
"GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",342,1,"GNM_355_1",2,"GNM_355_2",3,"GNM_355_2_3","Sturnus vulgaris","grass","blank",3,1,1,"both",72.7586199999999,"mean",2.50848739999999,2.50848739999999,"SD",3,1.5,80.9655199999999,"mean",3.3793103,3.3793103,"SD",1,1.5,"chick mass (June, Day18)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 2","Arthropod","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"chick_mass"
"GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",343,1,"GNM_355_1",3,"GNM_355_3",4,"GNM_355_3_4","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","grass",2,0,1,"PCH",4.861111,"mean",0.982092799999999,0.982092799999999,"SD",2,1,4.166667,"mean",0.785674199999999,0.785674199999999,"SD",2,1,"blood haemoglobin (Day1)","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 4","Arthropod","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"hemoglobin_measure"
"GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",344,1,"GNM_355_1",3,"GNM_355_3",5,"GNM_355_3_5","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","blank",1,0,1,"PCH",4.861111,"mean",0.982092799999999,0.982092799999999,"SD",2,1,4.861111,"mean",1.767767,1.767767,"SD",2,1,"blood haemoglobin (Day1)","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 4","Arthropod","c","TR","Treatment = PA (plant addition); control = NR (nest replacement); TR comment Group ID 3 because the data is combined for May & June","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"hemoglobin_measure"
"GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",345,1,"GNM_355_1",3,"GNM_355_3",6,"GNM_355_3_6","Sturnus vulgaris","grass","blank",3,0,1,"PCH",4.166667,"mean",0.785674199999999,0.785674199999999,"SD",2,1,4.861111,"mean",1.767767,1.767767,"SD",2,1,"blood haemoglobin (Day1)","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 4","Arthropod","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"hemoglobin_measure"
"GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",346,1,"GNM_355_1",3,"GNM_355_3",4,"GNM_355_3_4","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","grass",2,0,1,"PCH",12.222222,"mean",1.9245009,1.9245009,"SD",3,1.5,10.5555559999999,"mean",0.5555556,0.5555556,"SD",4,1.5,"blood haemoglobin (Day7)","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 4","Arthropod","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"hemoglobin_measure"
"GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",347,1,"GNM_355_1",3,"GNM_355_3",5,"GNM_355_3_5","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","blank",1,0,1,"PCH",12.222222,"mean",1.9245009,1.9245009,"SD",3,1.5,12.222222,"mean",1.1785113,1.1785113,"SD",2,1.5,"blood haemoglobin (Day7)","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 4","Arthropod","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"hemoglobin_measure"
"GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",348,1,"GNM_355_1",3,"GNM_355_3",6,"GNM_355_3_6","Sturnus vulgaris","grass","blank",3,0,1,"PCH",10.5555559999999,"mean",0.5555556,0.5555556,"SD",4,2,12.222222,"mean",1.1785113,1.1785113,"SD",2,2,"blood haemoglobin (Day7)","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 4","Arthropod","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"hemoglobin_measure"
"GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",349,1,"GNM_355_1",3,"GNM_355_3",4,"GNM_355_3_4","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","grass",2,0,1,"PCH",15,"mean",1.1111111,1.1111111,"SD",4,2,11.944444,"mean",0.481125199999999,0.481125199999999,"SD",3,2,"blood haemoglobin (Day13)","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 4","Arthropod","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"hemoglobin_measure"
"GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",350,1,"GNM_355_1",3,"GNM_355_3",5,"GNM_355_3_5","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","blank",1,0,1,"PCH",15,"mean",1.1111111,1.1111111,"SD",4,2,15,"mean",0.481125199999999,0.481125199999999,"SD",3,2,"blood haemoglobin (Day13)","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 4","Arthropod","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"hemoglobin_measure"
"GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",351,1,"GNM_355_1",3,"GNM_355_3",6,"GNM_355_3_6","Sturnus vulgaris","grass","blank",3,0,1,"PCH",11.944444,"mean",0.481125199999999,0.481125199999999,"SD",3,1.5,15,"mean",0.481125199999999,0.481125199999999,"SD",3,1.5,"blood haemoglobin (Day13)","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 4","Arthropod","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"hemoglobin_measure"
"GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",352,1,"GNM_355_1",3,"GNM_355_3",4,"GNM_355_3_4","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","grass",2,0,1,"PCH",18.333333,"mean",0.5892557,0.5892557,"SD",2,1,17.083333,"mean",0.5892557,0.5892557,"SD",2,1,"blood haemoglobin (Day19)","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 4","Arthropod","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"hemoglobin_measure"
"GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",353,1,"GNM_355_1",3,"GNM_355_3",5,"GNM_355_3_5","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","blank",1,0,1,"PCH",18.333333,"mean",0.5892557,0.5892557,"SD",2,1,17.777778,"mean",0.785674199999999,0.785674199999999,"SD",2,1,"blood haemoglobin (Day19)","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 4","Arthropod","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"hemoglobin_measure"
"GNM_355","included",NA,"Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",354,1,"GNM_355_1",3,"GNM_355_3",6,"GNM_355_3_6","Sturnus vulgaris","grass","blank",3,0,1,"PCH",17.083333,"mean",0.5892557,0.5892557,"SD",2,1,17.777778,"mean",0.785674199999999,0.785674199999999,"SD",2,1,"blood haemoglobin (Day19)","Physiology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"Fig 4","Arthropod","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"hemoglobin_measure"
"GNM_355","included",NA,"log; Effective treatment sample size shared by 2 Effective control sample size shared by 2","Clark L; Mason JR","1988","SWRC_Philadelphia",355,1,"GNM_355_1",3,"GNM_355_3",7,"GNM_355_3_7","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","grass",1,0,1,"PCH",2.473214,"mean",0.8333758,0.8333758,"SD",8,4,1.294643,"mean",0.658841499999999,0.658841499999999,"SD",5,4,"log number of mites (Day 1)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Arthropod","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"mites"
"GNM_355","included",NA,"log; Effective treatment sample size shared by 2 Effective control sample size shared by 3","Clark L; Mason JR","1988","SWRC_Philadelphia",356,1,"GNM_355_1",3,"GNM_355_3",8,"GNM_355_3_8","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","blank",2,0,1,"PCH",2.473214,"mean",0.8333758,0.8333758,"SD",8,4,3.973214,"mean",0.637815,0.637815,"SD",7,4,"log number of mites (Day 1)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Arthropod","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"mites"
"GNM_355","included",NA,"log; Effective treatment sample size shared by 2 Effective control sample size shared by 4","Clark L; Mason JR","1988","SWRC_Philadelphia",357,1,"GNM_355_1",3,"GNM_355_3",9,"GNM_355_3_9","Sturnus vulgaris","grass","blank",3,0,1,"PCH",3.973214,"mean",0.637815,0.637815,"SD",7,3.5,1.294643,"mean",0.658841499999999,0.658841499999999,"SD",5,3.5,"log number of mites (Day 1)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Arthropod","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"mites"
"GNM_355","included",NA,"log; Effective treatment sample size shared by 2 Effective control sample size shared by 5","Clark L; Mason JR","1988","SWRC_Philadelphia",358,1,"GNM_355_1",3,"GNM_355_3",7,"GNM_355_3_7","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","grass",1,0,1,"PCH",3.196429,"mean",0.227284299999999,0.227284299999999,"SD",8,4,2.01785699999999,"mean",0.2395787,0.2395787,"SD",5,4,"log number of mites (Day 7)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Arthropod","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"mites"
"GNM_355","included",NA,"log; Effective treatment sample size shared by 2 Effective control sample size shared by 6","Clark L; Mason JR","1988","SWRC_Philadelphia",359,1,"GNM_355_1",3,"GNM_355_3",8,"GNM_355_3_8","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","blank",2,0,1,"PCH",3.196429,"mean",0.227284299999999,0.227284299999999,"SD",8,4,4.61607099999999,"mean",0.212604999999999,0.212604999999999,"SD",7,4,"log number of mites (Day 7)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Arthropod","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"mites"
"GNM_355","included",NA,"log; Effective treatment sample size shared by 2 Effective control sample size shared by 7","Clark L; Mason JR","1988","SWRC_Philadelphia",360,1,"GNM_355_1",3,"GNM_355_3",9,"GNM_355_3_9","Sturnus vulgaris","grass","blank",3,0,1,"PCH",4.61607099999999,"mean",0.212604999999999,0.212604999999999,"SD",7,3.5,2.01785699999999,"mean",0.2395787,0.2395787,"SD",5,3.5,"log number of mites (Day 7)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Arthropod","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"mites"
"GNM_355","included",NA,"log; Effective treatment sample size shared by 2 Effective control sample size shared by 8","Clark L; Mason JR","1988","SWRC_Philadelphia",361,1,"GNM_355_1",3,"GNM_355_3",7,"GNM_355_3_7","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","grass",1,0,1,"PCH",3.571429,"mean",0.227284299999999,0.227284299999999,"SD",8,4,1.482143,"mean",0.5390521,0.5390521,"SD",5,4,"log number of mites (Day 13)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Arthropod","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"mites"
"GNM_355","included",NA,"log; Effective treatment sample size shared by 2 Effective control sample size shared by 9","Clark L; Mason JR","1988","SWRC_Philadelphia",362,1,"GNM_355_1",3,"GNM_355_3",8,"GNM_355_3_8","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","blank",2,0,1,"PCH",3.571429,"mean",0.227284299999999,0.227284299999999,"SD",8,4,5.017857,"mean",0.425209999999999,0.425209999999999,"SD",7,4,"log number of mites (Day 13)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,"MA",NA,NA,NA,NA,"Fig 1","Arthropod","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"mites"
"GNM_355","included",NA,"log; Effective treatment sample size shared by 2 Effective control sample size shared by 10","Clark L; Mason JR","1988","SWRC_Philadelphia",363,1,"GNM_355_1",3,"GNM_355_3",9,"GNM_355_3_9","Sturnus vulgaris","grass","blank",3,0,1,"PCH",5.017857,"mean",0.425209999999999,0.425209999999999,"SD",7,3.5,1.482143,"mean",0.5390521,0.5390521,"SD",5,3.5,"log number of mites (Day 13)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Arthropod","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"mites"
"GNM_355","included",NA,"log; Effective treatment sample size shared by 2 Effective control sample size shared by 11","Clark L; Mason JR","1988","SWRC_Philadelphia",364,1,"GNM_355_1",3,"GNM_355_3",7,"GNM_355_3_7","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","grass",1,0,1,"PCH",3.973214,"mean",0.303045799999999,0.303045799999999,"SD",8,4,1.669643,"mean",0.5390521,0.5390521,"SD",5,4,"log number of mites (Day 19)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Arthropod","c","TR","Treatment = PA (plant addition); control = NR (nest replacement)","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"mites"
"GNM_355","included",NA,"log; Effective treatment sample size shared by 2 Effective control sample size shared by 12","Clark L; Mason JR","1988","SWRC_Philadelphia",365,1,"GNM_355_1",3,"GNM_355_3",8,"GNM_355_3_8","Sturnus vulgaris","Daucus_carota, Erigeron_philadelphicus","blank",2,0,1,"PCH",3.973214,"mean",0.303045799999999,0.303045799999999,"SD",8,4,5.526786,"mean",0.283473399999999,0.283473399999999,"SD",7,4,"log number of mites (Day 19)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Arthropod","c","TR","Treatment = PA (plant addition); control = PR (plant removal); I scored as 2 for comparison type, even though plant removal is not exactly the same as no added material","JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"mites"
"GNM_355","included",NA,"log; Effective treatment sample size shared by 2 Effective control sample size shared by 13","Clark L; Mason JR","1988","SWRC_Philadelphia",366,1,"GNM_355_1",3,"GNM_355_3",9,"GNM_355_3_9","Sturnus vulgaris","grass","blank",3,0,1,"PCH",5.526786,"mean",0.283473399999999,0.283473399999999,"SD",7,3.5,1.669643,"mean",0.5390521,0.5390521,"SD",5,3.5,"log number of mites (Day 19)","Parasitic_and_pathogenic","include",NA,-1,NA,NA,NA,NA,NA,NA,NA,"Fig 1","Arthropod","c","TR",NA,"JMGS","I replaced the popular name ""Wild carrot"" by ""Daucus_carota"" for one of the plant species; I noticed that the comparison between control groups was fliped for the variable ""log number of mites"" in all days, and fixed it throughout the spreadsheet. I changed the order of the variable comparison type (to what I considered to fit the data the most), I included the time of addition of GNM to continuously (previously marked as unknown). I added the identity of the groups being compared in the ""extractor_comments""","no","yes","no",2,2,"mites"
"GNM_001_rep","included",NA,"mean and dispersion","Garrido‑Bautista J.; Ramos J. A.; Arce S. I.; Melero‑Romero P.; Ferreira R.; Santos‑Baena C.; Guímaro H. R.; Martin‑Villegas C.;  Moreno‑Rueda G.; Norte A. C.","2023","Mata Nacional do Choupal (40°130N; 8°270W), Coimbra, Portugal",367,1,"GNM_001_rep_1",1,"GNM_001_rep_1",1,"GNM_001_rep_1_1","Cyanistes caeruleus","Mentha sp.","Grass",1,1,1,"both",5.82,"mean",0.14,0.885437744847146,"se",40,40,5.88,"mean",0.17,1.07517440445725,"se",40,40,"Body mass (at 7 days of age) (g)","Morphology","include",NA,1,NA,NA,NA,NA,NA,NA,NA,"table 2",NA,"c","JMGS",NA,NA,NA,"y","y","n",1,1,"nestling_mass"
"GNM_001_rep","included",NA,"mean and dispersion","Garrido‑Bautista J.; Ramos J. A.; Arce S. I.; Melero‑Romero P.; Ferreira R.; Santos‑Baena C.; Guímaro H. R.; Martin‑Villegas C.;  Moreno‑Rueda G.; Norte A. C.","2023","Mata Nacional do Choupal (40°130N; 8°270W), Coimbra, Portugal",368,1,"GNM_001_rep_1",1,"GNM_001_rep_1",2,"GNM_001_rep_1_2","Cyanistes caeruleus","Mentha sp.","Grass",1,1,1,"both",83.81,"mean",0.36,2.27683991532123,"se",40,40,85.1,"mean",0.46,2.90929544735491,"se",40,40,"Saturation (%)","Morphology","include","Authors say: ""Mouth colouration is generally considered a predictor of nestling condition (de Ayala et al. 2007; Ewen et al. 2008; Dugas and McGraw 2011) and survival (PM-R et al. unpublished data), given that it reflects the access to higher quality of food resources rich in carotenoids. Carotenoids, among other functions, have been related to the prevention of oxidative stress (Pérez-Rodríguez (2009) but see Costantini and Møller (2008)).""",1,NA,NA,NA,NA,NA,NA,NA,"table 2",NA,"c","JMGS",NA,NA,NA,"y","y","n",1,1,"mouth_colouration"
